parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Vedanta Inc [100.0%] -> Vedanta Resources Ltd [65.73%] -> Twin Star Holdings Ltd [unknown %] -> Vedanta Ltd [42.1%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,108539,107913,107914,146651,108541",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,49.0,Government of India  -> Bharat Aluminium Co Ltd [49.0%] -> BALCO Korba power station [100.0%],,Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Vedanta Inc,E100001010756,legal entity,213800V1LKF52CA44390,5000038595,BHS,BHS,,Vedanta Inc -> Vedanta Resources Ltd [65.73%] -> Twin Star Holdings Ltd [unknown %] -> Vedanta Ltd [42.1%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,108539,107914,146651,108541",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Volcan Investments Cyprus Ltd,E100001010757,legal entity,2138008Z3UXXDDVQ3S20,5064673713,CYP,CYP,,Volcan Investments Cyprus Ltd -> Vedanta Resources Ltd [34.27%] -> Twin Star Holdings Ltd [unknown %] -> Vedanta Ltd [42.1%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,108539,107914,146651,108541",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,22.77,small shareholder(s)  -> Vedanta Ltd [44.64%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,146651",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Vedanta Ltd,E100001000479,legal entity,335800XDKX9KB5EMCO07,4295872982,IND,IND,51.0,Vedanta Ltd -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],,Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Vedanta Resources Ltd,E100000121514,legal entity,2138007MYEKPEAZQTW83,4295893857,GBR,GBR,,Vedanta Resources Ltd -> Twin Star Holdings Ltd [unknown %] -> Vedanta Ltd [42.1%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,146651,107914",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Twin Star Holdings Ltd,E100001016214,legal entity,254900E3DPGYUT9I2F66,5000009518,MUS,MUS,21.47,Twin Star Holdings Ltd -> Vedanta Ltd [42.1%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,146651",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Vedanta Holdings Mauritius II Ltd,E100001016215,legal entity,894500ANJHA7BPW5U641,5074850377,MUS,MUS,6.76,Vedanta Holdings Mauritius II Ltd -> Vedanta Ltd [13.26%] -> Bharat Aluminium Co Ltd [51.0%] -> BALCO Korba power station [100.0%],"6242,146651",Bharat Aluminium Co Ltd,E100001010032,,,25451484,BALCO Korba power station,power,electricity-generation
Finquest Financial Solutions Pvt Ltd,E100001010876,legal entity,3358002WCD4I4QCKFT45,5060916032,IND,IND,9.67,Finquest Financial Solutions Pvt Ltd -> Ballarpur Industries Ltd [9.67%] -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,0.95,natural person(s)  -> ICICI Bank Ltd [7.88%] -> Ballarpur Industries Ltd [12.09%] -> BALLARPUR BILT POWER [100.0%],184706,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,,The Vanguard Group Inc -> Apollo Global Management Inc [7.23%] -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],"184713,184706,184714",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
The Capital Group Companies Inc,E100001000901,legal entity,5493007PLZSLIFWICM52,5000006076,USA,USA,,The Capital Group Companies Inc -> Capital Research and Management Co [100.0%] -> Capital World Investors  [100.0%] -> Apollo Global Management Inc [5.6%] -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],"184706,184713,184714,7728,184850",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,6.61,Life Insurance Corporation of India Ltd -> Ballarpur Industries Ltd [6.61%] -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
State Bank of India ,E100001010783,legal entity,5493001JZ37UBBZF6L49,4295873809,IND,IND,0.54,State Bank of India  -> SBI Funds Management Ltd [62.21%] -> ICICI Bank Ltd [7.14%] -> Ballarpur Industries Ltd [12.09%] -> BALLARPUR BILT POWER [100.0%],"184706,109084",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,47.51,small shareholder(s)  -> Ballarpur Industries Ltd [47.51%] -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,6.38,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Ballarpur Industries Ltd [6.61%] -> BALLARPUR BILT POWER [100.0%],184706,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
SBI Funds Management Ltd,E100001010637,legal entity,335800ES69GBGRRH7193,5000002835,IND,IND,0.86,SBI Funds Management Ltd -> ICICI Bank Ltd [7.14%] -> Ballarpur Industries Ltd [12.09%] -> BALLARPUR BILT POWER [100.0%],184706,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
AMUNDI Asset Management SAS,E100001016749,legal entity,not found,5000068443,FRA,FRA,0.32,AMUNDI Asset Management SAS -> SBI Funds Management Ltd [36.54%] -> ICICI Bank Ltd [7.14%] -> Ballarpur Industries Ltd [12.09%] -> BALLARPUR BILT POWER [100.0%],"184706,109084",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Capital Research and Management Co,E100001010707,legal entity,M02M7XSKLMK96MWKNF95,5000047655,USA,USA,,Capital Research and Management Co -> Capital World Investors  [100.0%] -> Apollo Global Management Inc [5.6%] -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],"184714,184713,184850,184706",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Capital World Investors ,E100001010705,legal entity,not found,4297954495,USA,USA,,Capital World Investors  -> Apollo Global Management Inc [5.6%] -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],"184713,184706,184714",Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Avantha Holdings Ltd,E100002017176,legal entity,3358006Z7NJF6BJ3AP49,5040257160,IND,IND,24.12,Avantha Holdings Ltd -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
ICICI Bank Ltd,E100000131685,legal entity,R7RX8ER1V4666J8D1I38,4295873612,IND,IND,12.09,ICICI Bank Ltd -> Ballarpur Industries Ltd [12.09%] -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Aion Capital Partners Asia Ltd,E100002017178,legal entity,549300C8W33378JE1G65,5040930799,MUS,USA,,Aion Capital Partners Asia Ltd -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],184706,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Ballarpur Industries Ltd,E100000120130,legal entity,3358004SU97ZD4RPVH82,4295873630,IND,IND,100.0,Ballarpur Industries Ltd -> BALLARPUR BILT POWER [100.0%],,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
Apollo Global Management Inc,E100001016206,legal entity,254900LMFT1CY9IYB476,5081057199,USA,USA,,Apollo Global Management Inc -> Avantha Holdings Ltd [unknown %] -> Ballarpur Industries Ltd [24.12%] -> BALLARPUR BILT POWER [100.0%],184706,Ballarpur Industries Ltd,E100000120130,,,451704,BALLARPUR BILT POWER,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,4.77,natural person(s)  -> Gujarat State Fertilizers & Chemicals Ltd [32.28%] -> Gujarat Industries Power Co Ltd [14.79%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat Urja Vikas Nigam Ltd,E100000000517,legal entity,33580041DM91UH5WHE21,4298175866,IND,IND,25.38,Gujarat Urja Vikas Nigam Ltd -> Gujarat Industries Power Co Ltd [25.38%] -> BARODA GIPCL [100.0%],,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat State Investments Ltd,E100001016509,legal entity,335800WZNZ5VLR95GW10,5000931368,,,5.6,Gujarat State Investments Ltd -> Gujarat State Fertilizers & Chemicals Ltd [37.84%] -> Gujarat Industries Power Co Ltd [14.79%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat Industries Power Co Ltd,E100001000668,legal entity,335800CV3K9PSMR28954,4295872664,IND,IND,100.0,Gujarat Industries Power Co Ltd -> BARODA GIPCL [100.0%],,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,44.56,small shareholder(s)  -> Gujarat Industries Power Co Ltd [44.56%] -> BARODA GIPCL [100.0%],,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
State of Gujarat ,E100000131638,state,,5000004492,,IND,25.38,State of Gujarat  -> Gujarat Urja Vikas Nigam Ltd [100.0%] -> Gujarat Industries Power Co Ltd [25.38%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat Mineral Development Co Ltd,E100001000669,legal entity,335800B8OP5L7DH9VD35,4295872462,IND,IND,0.86,Gujarat Mineral Development Co Ltd -> Gujarat Alkalies & Chemicals Ltd [5.64%] -> Gujarat Industries Power Co Ltd [15.27%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Lok Prakashan Ltd,E100001011625,legal entity,254900UXDB4CGPY3LW14,4296967057,IND,IND,3.37,Lok Prakashan Ltd -> Gujarat Alkalies & Chemicals Ltd [22.08%] -> Gujarat Industries Power Co Ltd [15.27%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat Alkalies & Chemicals Ltd,E100001011714,legal entity,3358005P5ZRWDOH2RW46,4295873293,IND,IND,15.27,Gujarat Alkalies & Chemicals Ltd -> Gujarat Industries Power Co Ltd [15.27%] -> BARODA GIPCL [100.0%],,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat State Fertilizers & Chemicals Ltd,E100000153079,legal entity,335800KZ8757J7YPWG63,4295873647,IND,IND,14.79,Gujarat State Fertilizers & Chemicals Ltd -> Gujarat Industries Power Co Ltd [14.79%] -> BARODA GIPCL [100.0%],,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Gujarat Industrial Investment Co Ltd,E100001016510,legal entity,not found,5000011219,IND,IND,1.48,Gujarat Industrial Investment Co Ltd -> Gujarat Alkalies & Chemicals Ltd [9.69%] -> Gujarat Industries Power Co Ltd [15.27%] -> BARODA GIPCL [100.0%],108554,Gujarat Industries Power Co Ltd,E100001000668,,,448187,BARODA GIPCL,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,36.06,Government of India  -> GAIL Ltd [51.52%] -> Brahmaputra Cracker and Polymer Ltd [70.0%] -> BCPL Captive power plant [100.0%],94183,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,4.26,Life Insurance Corporation of India Ltd -> GAIL Ltd [6.08%] -> Brahmaputra Cracker and Polymer Ltd [70.0%] -> BCPL Captive power plant [100.0%],94183,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,0.44,small shareholder(s)  -> Numaligarh Refinery Ltd [4.37%] -> Brahmaputra Cracker and Polymer Ltd [10.0%] -> BCPL Captive power plant [100.0%],94183,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
GAIL Ltd,E100000000513,legal entity,335800N82LJD42ZA5L32,4295873202,IND,IND,70.0,GAIL Ltd -> Brahmaputra Cracker and Polymer Ltd [70.0%] -> BCPL Captive power plant [100.0%],,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
State of Assam ,E100001010066,state,,5000072960,,IND,10.0,State of Assam  -> Brahmaputra Cracker and Polymer Ltd [10.0%] -> BCPL Captive power plant [100.0%],,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
Oil India Ltd,E100000153028,legal entity,335800XXEP14XISP1A16,4296617304,IND,IND,10.0,Oil India Ltd -> Brahmaputra Cracker and Polymer Ltd [10.0%] -> BCPL Captive power plant [100.0%],,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
Numaligarh Refinery Ltd,E100001014539,legal entity,3358006UPKTHBHTIX305,4296784932,IND,IND,10.0,Numaligarh Refinery Ltd -> Brahmaputra Cracker and Polymer Ltd [10.0%] -> BCPL Captive power plant [100.0%],,Brahmaputra Cracker and Polymer Ltd,E100000001912,,,452142,BCPL Captive power plant,power,electricity-generation
Asahi Mutual Life Insurance Co,E100001016257,legal entity,549300ZTKF2W3KCEJ782,4295880659,JPN,JPN,0.01,Asahi Mutual Life Insurance Co -> Custody Bank of Japan Ltd [5.0%] -> Mitsubishi UFJ Financial Group Inc [5.85%] -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Nippon Steel Corp [13.6%] -> ArcelorMittal Nippon Steel India Ltd [40.0%] -> BHANDER POWER [100.0%],"109061,6342,5705,6353,107506,183988",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
Custody Bank of Japan Ltd,E100001000179,legal entity,549300300IVF7LGDV529,5000069627,JPN,JPN,0.15,Custody Bank of Japan Ltd -> Mitsubishi UFJ Financial Group Inc [5.85%] -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Nippon Steel Corp [13.6%] -> ArcelorMittal Nippon Steel India Ltd [40.0%] -> BHANDER POWER [100.0%],"109061,6342,5705,6353,107506,183988",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
Mitsubishi UFJ Trust and Banking Corp,E100001016125,legal entity,JBONEPAGQXF4QP29B387,4295880553,JPN,JPN,2.53,Mitsubishi UFJ Trust and Banking Corp -> The Master Trust Bank of Japan Ltd [46.5%] -> Nippon Steel Corp [13.6%] -> ArcelorMittal Nippon Steel India Ltd [40.0%] -> BHANDER POWER [100.0%],"5705,6353,6342",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Lumen Investments SARL [unknown %] -> ArcelorMittal SA [30.7%] -> ArcelorMittal Nippon Steel India Ltd [60.0%] -> BHANDER POWER [100.0%],"149054,5705,6340,6342",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,,,0.17,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> ArcelorMittal SA [5.72%] -> ArcelorMittal Nippon Steel India Ltd [60.0%] -> BHANDER POWER [100.0%],"5705,6340,6342",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
Mitsubishi UFJ Financial Group Inc,E100001016498,legal entity,353800V2V8PUY9TK3E06,5000000933,JPN,JPN,2.53,Mitsubishi UFJ Financial Group Inc -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Nippon Steel Corp [13.6%] -> ArcelorMittal Nippon Steel India Ltd [40.0%] -> BHANDER POWER [100.0%],"5705,6353,107506,6342",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
The Master Trust Bank of Japan Ltd,E100001000178,legal entity,5493009GCYS5Q8HOI372,4296024114,JPN,JPN,5.44,The Master Trust Bank of Japan Ltd -> Nippon Steel Corp [13.6%] -> ArcelorMittal Nippon Steel India Ltd [40.0%] -> BHANDER POWER [100.0%],"5705,6342",ArcelorMittal Nippon Steel India Ltd,E100000002455,,,448111,BHANDER POWER,power,electricity-generation
